Site,SiteStation,location,station,year,month,Var,high,low,avg
LOOK,2,"Roseburg, OR",KORROSEB3,2015,3,Dew Point,13.9 °C,-2.9 °C,6.6 °C
LOOK,2,"Roseburg, OR",KORROSEB3,2015,3,Humidity,0.97,0.18,0.777
LOOK,2,"Roseburg, OR",KORROSEB3,2015,3,Precipitation,79.8 mm,--,--
LOOK,2,"Roseburg, OR",KORROSEB3,2015,4,Temperature,30.1 °C,0.7 °C,11.1 °C
LOOK,2,"Roseburg, OR",KORROSEB3,2015,4,Dew Point,14.6 °C,-1.9 °C,5.3 °C
LOOK,2,"Roseburg, OR",KORROSEB3,2015,4,Humidity,0.95,0.18,0.714
LOOK,2,"Roseburg, OR",KORROSEB3,2015,4,Precipitation,24.9 mm,--,--
LOOK,2,"Roseburg, OR",KORROSEB3,2015,5,Temperature,31.3 °C,3.6 °C,15.6 °C
LOOK,2,"Roseburg, OR",KORROSEB3,2015,5,Dew Point,16 °C,-2.8 °C,8.7 °C
LOOK,2,"Roseburg, OR",KORROSEB3,2015,5,Humidity,0.94,0.15,0.671
LOOK,2,"Roseburg, OR",KORROSEB3,2015,5,Precipitation,8.9 mm,--,--
LOOK,2,"Roseburg, OR",KORROSEB3,2015,6,Temperature,39.1 °C,8.7 °C,21.8 °C
LOOK,2,"Roseburg, OR",KORROSEB3,2015,6,Dew Point,18.7 °C,-1.3 °C,10.3 °C
LOOK,2,"Roseburg, OR",KORROSEB3,2015,6,Humidity,0.94,0.15,0.533
LOOK,2,"Roseburg, OR",KORROSEB3,2015,6,Precipitation,0.3 mm,--,--
LOOK,2,"Roseburg, OR",KORROSEB3,2015,7,Temperature,42.5 °C,10.6 °C,23.3 °C
LOOK,2,"Roseburg, OR",KORROSEB3,2015,7,Dew Point,16.8 °C,2.6 °C,11 °C
LOOK,2,"Roseburg, OR",KORROSEB3,2015,7,Humidity,0.91,0.11,0.513
LOOK,2,"Roseburg, OR",KORROSEB3,2015,7,Precipitation,0.3 mm,--,--
LOOK,2,"Roseburg, OR",KORROSEB3,2015,8,Temperature,39.3 °C,9.5 °C,21.5 °C
LOOK,2,"Roseburg, OR",KORROSEB3,2015,8,Dew Point,16.6 °C,2.1 °C,10.7 °C
LOOK,2,"Roseburg, OR",KORROSEB3,2015,8,Humidity,0.93,0.13,0.554
LOOK,2,"Roseburg, OR",KORROSEB3,2015,8,Precipitation,6.1 mm,--,--
LOOK,2,"Roseburg, OR",KORROSEB3,2015,9,Temperature,37.4 °C,6.4 °C,18.6 °C
LOOK,2,"Roseburg, OR",KORROSEB3,2015,9,Dew Point,16.2 °C,0.3 °C,9.1 °C
LOOK,2,"Roseburg, OR",KORROSEB3,2015,9,Humidity,0.93,0.15,0.595
LOOK,2,"Roseburg, OR",KORROSEB3,2015,9,Precipitation,2.5 mm,--,--
ROCK,1,"Glide, OR",KORGLIDE5,2013,1,Temperature,°C,999.9 °C,°C
ROCK,1,"Glide, OR",KORGLIDE5,2013,1,Dew Point,°C,999.9 °C,°C
ROCK,1,"Glide, OR",KORGLIDE5,2013,1,Humidity,0,1.01,%
ROCK,1,"Glide, OR",KORGLIDE5,2013,1,Precipitation,0 mm,--,--
ROCK,1,"Glide, OR",KORGLIDE5,2013,2,Temperature,°C,999.9 °C,°C
ROCK,1,"Glide, OR",KORGLIDE5,2013,2,Dew Point,°C,999.9 °C,°C
ROCK,1,"Glide, OR",KORGLIDE5,2013,2,Humidity,0,1.01,%
ROCK,1,"Glide, OR",KORGLIDE5,2013,2,Precipitation,0 mm,--,--
ROCK,1,"Glide, OR",KORGLIDE5,2013,3,Temperature,°C,999.9 °C,°C
ROCK,1,"Glide, OR",KORGLIDE5,2013,3,Dew Point,°C,999.9 °C,°C
ROCK,1,"Glide, OR",KORGLIDE5,2013,3,Humidity,0,1.01,%
ROCK,1,"Glide, OR",KORGLIDE5,2013,3,Precipitation,0 mm,--,--
ROCK,1,"Glide, OR",KORGLIDE5,2013,4,Temperature,°C,999.9 °C,°C
ROCK,1,"Glide, OR",KORGLIDE5,2013,4,Dew Point,°C,999.9 °C,°C
ROCK,1,"Glide, OR",KORGLIDE5,2013,4,Humidity,0,1.01,%
ROCK,1,"Glide, OR",KORGLIDE5,2013,4,Precipitation,0 mm,--,--
ROCK,1,"Glide, OR",KORGLIDE5,2013,5,Temperature,°C,999.9 °C,°C
ROCK,1,"Glide, OR",KORGLIDE5,2013,5,Dew Point,°C,999.9 °C,°C
ROCK,1,"Glide, OR",KORGLIDE5,2013,5,Humidity,0,1.01,%
ROCK,1,"Glide, OR",KORGLIDE5,2013,5,Precipitation,0 mm,--,--
ROCK,1,"Glide, OR",KORGLIDE5,2013,6,Temperature,°C,999.9 °C,°C
ROCK,1,"Glide, OR",KORGLIDE5,2013,6,Dew Point,°C,999.9 °C,°C
ROCK,1,"Glide, OR",KORGLIDE5,2013,6,Humidity,0,1.01,%
ROCK,1,"Glide, OR",KORGLIDE5,2013,6,Precipitation,0 mm,--,--
ROCK,1,"Glide, OR",KORGLIDE5,2013,7,Temperature,°C,999.9 °C,°C
ROCK,1,"Glide, OR",KORGLIDE5,2013,7,Dew Point,°C,999.9 °C,°C
ROCK,1,"Glide, OR",KORGLIDE5,2013,7,Humidity,0,1.01,%
ROCK,1,"Glide, OR",KORGLIDE5,2013,7,Precipitation,0 mm,--,--
ROCK,1,"Glide, OR",KORGLIDE5,2013,8,Temperature,°C,999.9 °C,°C
ROCK,1,"Glide, OR",KORGLIDE5,2013,8,Dew Point,°C,999.9 °C,°C
ROCK,1,"Glide, OR",KORGLIDE5,2013,8,Humidity,0,1.01,%
ROCK,1,"Glide, OR",KORGLIDE5,2013,8,Precipitation,0 mm,--,--
ROCK,1,"Glide, OR",KORGLIDE5,2013,9,Temperature,°C,999.9 °C,°C
ROCK,1,"Glide, OR",KORGLIDE5,2013,9,Dew Point,°C,999.9 °C,°C
ROCK,1,"Glide, OR",KORGLIDE5,2013,9,Humidity,0,1.01,%
ROCK,1,"Glide, OR",KORGLIDE5,2013,9,Precipitation,0 mm,--,--
ROCK,1,"Glide, OR",KORGLIDE5,2013,10,Temperature,°C,999.9 °C,°C
ROCK,1,"Glide, OR",KORGLIDE5,2013,10,Dew Point,°C,999.9 °C,°C
ROCK,1,"Glide, OR",KORGLIDE5,2013,10,Humidity,0,1.01,%
ROCK,1,"Glide, OR",KORGLIDE5,2013,10,Precipitation,0 mm,--,--
ROCK,1,"Glide, OR",KORGLIDE5,2013,11,Temperature,°C,999.9 °C,°C
ROCK,1,"Glide, OR",KORGLIDE5,2013,11,Dew Point,°C,999.9 °C,°C
ROCK,1,"Glide, OR",KORGLIDE5,2013,11,Humidity,0,1.01,%
ROCK,1,"Glide, OR",KORGLIDE5,2013,11,Precipitation,0 mm,--,--
ROCK,1,"Glide, OR",KORGLIDE5,2013,12,Temperature,°C,999.9 °C,°C
ROCK,1,"Glide, OR",KORGLIDE5,2013,12,Dew Point,°C,999.9 °C,°C
ROCK,1,"Glide, OR",KORGLIDE5,2013,12,Humidity,0,1.01,%
ROCK,1,"Glide, OR",KORGLIDE5,2013,12,Precipitation,0 mm,--,--
ROCK,1,"Glide, OR",KORGLIDE5,2014,1,Temperature,°C,999.9 °C,°C
ROCK,1,"Glide, OR",KORGLIDE5,2014,1,Dew Point,°C,999.9 °C,°C
ROCK,1,"Glide, OR",KORGLIDE5,2014,1,Humidity,0,1.01,%
ROCK,1,"Glide, OR",KORGLIDE5,2014,1,Precipitation,0 mm,--,--
ROCK,1,"Glide, OR",KORGLIDE5,2014,2,Temperature,°C,999.9 °C,°C
ROCK,1,"Glide, OR",KORGLIDE5,2014,2,Dew Point,°C,999.9 °C,°C
ROCK,1,"Glide, OR",KORGLIDE5,2014,2,Humidity,0,1.01,%
ROCK,1,"Glide, OR",KORGLIDE5,2014,2,Precipitation,0 mm,--,--
ROCK,1,"Glide, OR",KORGLIDE5,2014,3,Temperature,24.3 °C,-1.6 °C,9.2 °C
ROCK,1,"Glide, OR",KORGLIDE5,2014,3,Dew Point,14.4 °C,-2.2 °C,6.1 °C
ROCK,1,"Glide, OR",KORGLIDE5,2014,3,Humidity,97%,19%,83%
ROCK,1,"Glide, OR",KORGLIDE5,2014,3,Precipitation,155.7 mm,--,--
ROCK,1,"Glide, OR",KORGLIDE5,2014,4,Temperature,31.6 °C,2.5 °C,11.6 °C
ROCK,1,"Glide, OR",KORGLIDE5,2014,4,Dew Point,15.6 °C,1.7 °C,7.3 °C
ROCK,1,"Glide, OR",KORGLIDE5,2014,4,Humidity,96%,19%,77.80%
ROCK,1,"Glide, OR",KORGLIDE5,2014,4,Precipitation,59.4 mm,--,--
ROCK,1,"Glide, OR",KORGLIDE5,2014,5,Temperature,31.8 °C,3.1 °C,14.1 °C
ROCK,1,"Glide, OR",KORGLIDE5,2014,5,Dew Point,19.4 °C,2.2 °C,10.1 °C
ROCK,1,"Glide, OR",KORGLIDE5,2014,5,Humidity,96%,32%,78.80%
ROCK,1,"Glide, OR",KORGLIDE5,2014,5,Precipitation,75.9 mm,--,--
ROCK,1,"Glide, OR",KORGLIDE5,2014,6,Temperature,33.7 °C,5.9 °C,16.5 °C
ROCK,1,"Glide, OR",KORGLIDE5,2014,6,Dew Point,20 °C,4.4 °C,11.5 °C
ROCK,1,"Glide, OR",KORGLIDE5,2014,6,Humidity,96%,26%,75.40%
ROCK,1,"Glide, OR",KORGLIDE5,2014,6,Precipitation,23.4 mm,--,--
ROCK,1,"Glide, OR",KORGLIDE5,2014,7,Temperature,34.9 °C,8.8 °C,20.5 °C
ROCK,1,"Glide, OR",KORGLIDE5,2014,7,Dew Point,21.7 °C,7.8 °C,14.8 °C
ROCK,1,"Glide, OR",KORGLIDE5,2014,7,Humidity,95%,27%,72.60%
ROCK,1,"Glide, OR",KORGLIDE5,2014,7,Precipitation,6.9 mm,--,--
ROCK,1,"Glide, OR",KORGLIDE5,2014,8,Temperature,36.9 °C,9.7 °C,20.4 °C
ROCK,1,"Glide, OR",KORGLIDE5,2014,8,Dew Point,20 °C,5 °C,13.9 °C
ROCK,1,"Glide, OR",KORGLIDE5,2014,8,Humidity,96%,23%,69.70%
ROCK,1,"Glide, OR",KORGLIDE5,2014,8,Precipitation,14.5 mm,--,--
ROCK,1,"Glide, OR",KORGLIDE5,2014,9,Temperature,34.9 °C,5.7 °C,17.3 °C
ROCK,1,"Glide, OR",KORGLIDE5,2014,9,Dew Point,17.8 °C,1.1 °C,10.7 °C
ROCK,1,"Glide, OR",KORGLIDE5,2014,9,Humidity,96%,12%,70.60%
ROCK,1,"Glide, OR",KORGLIDE5,2014,9,Precipitation,45.7 mm,--,--
ROCK,1,"Glide, OR",KORGLIDE5,2014,10,Temperature,29.1 °C,6.7 °C,14.2 °C
ROCK,1,"Glide, OR",KORGLIDE5,2014,10,Dew Point,16.7 °C,5.6 °C,11.1 °C
ROCK,1,"Glide, OR",KORGLIDE5,2014,10,Humidity,96%,35%,83.50%
ROCK,1,"Glide, OR",KORGLIDE5,2014,10,Precipitation,128 mm,--,-
ROCK,1,"Glide, OR",KORGLIDE5,2014,11,Temperature,20.2 °C,-1.1 °C,8.7 °C
ROCK,1,"Glide, OR",KORGLIDE5,2014,11,Dew Point,16.1 °C,-3.9 °C,7.2 °C
ROCK,1,"Glide, OR",KORGLIDE5,2014,11,Humidity,96%,44%,90.30%
ROCK,1,"Glide, OR",KORGLIDE5,2014,11,Precipitation,156.2 mm,--,--
ROCK,1,"Glide, OR",KORGLIDE5,2014,12,Temperature,18.3 °C,-5.2 °C,7 °C
ROCK,1,"Glide, OR",KORGLIDE5,2014,12,Dew Point,13.9 °C,-6.1 °C,5.8 °C
ROCK,1,"Glide, OR",KORGLIDE5,2014,12,Humidity,100%,60%,91.80%
ROCK,1,"Glide, OR",KORGLIDE5,2014,12,Precipitation,86.9 mm,--,--
ROCK,1,"Glide, OR",KORGLIDE5,2015,1,Temperature,19.5 °C,-3.3 °C,7.6 °C
ROCK,1,"Glide, OR",KORGLIDE5,2015,1,Dew Point,12.8 °C,-3.9 °C,5.9 °C
ROCK,1,"Glide, OR",KORGLIDE5,2015,1,Humidity,97%,56%,89.50%
ROCK,1,"Glide, OR",KORGLIDE5,2015,1,Precipitation,50.3 mm,--,--
ROCK,1,"Glide, OR",KORGLIDE5,2015,2,Temperature,18.8 °C,-1.3 °C,8.6 °C
ROCK,1,"Glide, OR",KORGLIDE5,2015,2,Dew Point,13.3 °C,-5 °C,6.1 °C
ROCK,1,"Glide, OR",KORGLIDE5,2015,2,Humidity,97%,23%,85.80%
ROCK,1,"Glide, OR",KORGLIDE5,2015,2,Precipitation,94.7 mm,--,--
ROCK,1,"Glide, OR",KORGLIDE5,2015,3,Temperature,23.8 °C,-0.4 °C,11 °C
ROCK,1,"Glide, OR",KORGLIDE5,2015,3,Dew Point,14.4 °C,-1.7 °C,7.7 °C
ROCK,1,"Glide, OR",KORGLIDE5,2015,3,Humidity,97%,29%,81.60%
ROCK,1,"Glide, OR",KORGLIDE5,2015,3,Precipitation,83.8 mm,--,--
ROCK,1,"Glide, OR",KORGLIDE5,2015,4,Temperature,26.9 °C,1.9 °C,10.3 °C
ROCK,1,"Glide, OR",KORGLIDE5,2015,4,Dew Point,17.2 °C,0 °C,6.6 °C
ROCK,1,"Glide, OR",KORGLIDE5,2015,4,Humidity,96%,37%,79.90%
ROCK,1,"Glide, OR",KORGLIDE5,2015,4,Precipitation,48.3 mm,--,--
ROCK,1,"Glide, OR",KORGLIDE5,2015,5,Temperature,28.6 °C,3.8 °C,14 °C
ROCK,1,"Glide, OR",KORGLIDE5,2015,5,Dew Point,18.3 °C,2.2 °C,9.5 °C
ROCK,1,"Glide, OR",KORGLIDE5,2015,5,Humidity,95%,22%,76.60%
ROCK,1,"Glide, OR",KORGLIDE5,2015,5,Precipitation,28.2 mm,--,--
ROCK,1,"Glide, OR",KORGLIDE5,2015,6,Temperature,35.5 °C,6.8 °C,16.8 °C
ROCK,1,"Glide, OR",KORGLIDE5,2015,6,Dew Point,21.1 °C,3.3 °C,10.9 °C
ROCK,1,"Glide, OR",KORGLIDE5,2015,6,Humidity,95%,21%,66.50%
ROCK,1,"Glide, OR",KORGLIDE5,2015,6,Precipitation,1.8 mm,--,--
ROCK,1,"Glide, OR",KORGLIDE5,2015,7,Temperature,39.8 °C,8.7 °C,21.4 °C
ROCK,1,"Glide, OR",KORGLIDE5,2015,7,Dew Point,20 °C,5.6 °C,13.1 °C
ROCK,1,"Glide, OR",KORGLIDE5,2015,7,Humidity,94%,16%,62.80%
ROCK,1,"Glide, OR",KORGLIDE5,2015,7,Precipitation,6.6 mm,--,--
ROCK,1,"Glide, OR",KORGLIDE5,2015,8,Temperature,36 °C,7.4 °C,19.9 °C
ROCK,1,"Glide, OR",KORGLIDE5,2015,8,Dew Point,17.8 °C,6.1 °C,12.2 °C
ROCK,1,"Glide, OR",KORGLIDE5,2015,8,Humidity,95%,23%,64.90%
ROCK,1,"Glide, OR",KORGLIDE5,2015,8,Precipitation,9.1 mm,--,--
ROCK,1,"Glide, OR",KORGLIDE5,2015,9,Temperature,34.6 °C,3.5 °C,15.8 °C
ROCK,1,"Glide, OR",KORGLIDE5,2015,9,Dew Point,17.8 °C,-2.8 °C,10.4 °C
ROCK,1,"Glide, OR",KORGLIDE5,2015,9,Humidity,96%,16%,73.50%
ROCK,1,"Glide, OR",KORGLIDE5,2015,9,Precipitation,14.5 mm,--,--
ROCK,2,"Culp, OR",MGDFO3,2013,1,Temperature,18.9 °C,-10 °C,3 °C
ROCK,2,"Culp, OR",MGDFO3,2013,1,Dew Point,7.8 °C,-12.2 °C,-0.9 °C
ROCK,2,"Culp, OR",MGDFO3,2013,1,Humidity,100%,15%,80.60%
ROCK,2,"Culp, OR",MGDFO3,2013,1,Precipitation,107.7 mm,--,--
ROCK,2,"Culp, OR",MGDFO3,2013,2,Temperature,18.9 °C,-3.9 °C,3 °C
ROCK,2,"Culp, OR",MGDFO3,2013,2,Dew Point,9.4 °C,-4.4 °C,0.8 °C
ROCK,2,"Culp, OR",MGDFO3,2013,2,Humidity,100%,30%,87.20%
ROCK,2,"Culp, OR",MGDFO3,2013,2,Precipitation,71.6 mm,--,--
ROCK,2,"Culp, OR",MGDFO3,2013,3,Temperature,25 °C,-3.9 °C,6 °C
ROCK,2,"Culp, OR",MGDFO3,2013,3,Dew Point,10 °C,-6.1 °C,2.9 °C
ROCK,2,"Culp, OR",MGDFO3,2013,3,Humidity,100%,22%,83.40%
ROCK,2,"Culp, OR",MGDFO3,2013,3,Precipitation,112.8 mm,--,--
ROCK,2,"Culp, OR",MGDFO3,2013,4,Temperature,26.7 °C,-2.2 °C,8.1 °C
ROCK,2,"Culp, OR",MGDFO3,2013,4,Dew Point,10 °C,-12.2 °C,2.3 °C
ROCK,2,"Culp, OR",MGDFO3,2013,4,Humidity,100%,9%,73.30%
ROCK,2,"Culp, OR",MGDFO3,2013,4,Precipitation,109 mm,--,--
ROCK,2,"Culp, OR",MGDFO3,2013,5,Temperature,28.9 °C,-0.6 °C,12.4 °C
ROCK,2,"Culp, OR",MGDFO3,2013,5,Dew Point,13.9 °C,-73.3 °C,5.5 °C
ROCK,2,"Culp, OR",MGDFO3,2013,5,Humidity,99%,11%,70%
ROCK,2,"Culp, OR",MGDFO3,2013,5,Precipitation,107.9 mm,--,--
ROCK,2,"Culp, OR",MGDFO3,2013,6,Temperature,33.3 °C,5 °C,16.2 °C
ROCK,2,"Culp, OR",MGDFO3,2013,6,Dew Point,20.6 °C,1.7 °C,9.3 °C
ROCK,2,"Culp, OR",MGDFO3,2013,6,Humidity,100%,17%,68%
ROCK,2,"Culp, OR",MGDFO3,2013,6,Precipitation,57.9 mm,--,--
ROCK,2,"Culp, OR",MGDFO3,2013,7,Temperature,37.2 °C,8.9 °C,20.9 °C
ROCK,2,"Culp, OR",MGDFO3,2013,7,Dew Point,21.1 °C,-73.3 °C,9.4 °C
ROCK,2,"Culp, OR",MGDFO3,2013,7,Humidity,99%,15%,52%
ROCK,2,"Culp, OR",MGDFO3,2013,7,Precipitation,1 mm,--,--
ROCK,2,"Culp, OR",MGDFO3,2013,8,Temperature,33.9 °C,10 °C,18.8 °C
ROCK,2,"Culp, OR",MGDFO3,2013,8,Dew Point,16.1 °C,-73.3 °C,10.8 °C
ROCK,2,"Culp, OR",MGDFO3,2013,8,Humidity,99%,22%,65.40%
ROCK,2,"Culp, OR",MGDFO3,2013,8,Precipitation,165.9mm,--,--
ROCK,2,"Culp, OR",MGDFO3,2013,9,Temperature,35 °C,3.3 °C,13.9 °C
ROCK,2,"Culp, OR",MGDFO3,2013,9,Dew Point,15.6 °C,-73.3 °C,9.2 °C
ROCK,2,"Culp, OR",MGDFO3,2013,9,Humidity,99%,15%,78.60%
ROCK,2,"Culp, OR",MGDFO3,2013,9,Precipitation,205.5mm,--,--
ROCK,2,"Culp, OR",MGDFO3,2013,10,Temperature,26.1 °C,-1.1 °C,9.8 °C
ROCK,2,"Culp, OR",MGDFO3,2013,10,Dew Point,10.6 °C,-73.3 °C,3.9 °C
ROCK,2,"Culp, OR",MGDFO3,2013,10,Humidity,99%,21%,71.50%
ROCK,2,"Culp, OR",MGDFO3,2013,10,Precipitation,39.4 mm,--,--
ROCK,2,"Culp, OR",MGDFO3,2013,11,Temperature,17.8 °C,-3.9 °C,6 °C
ROCK,2,"Culp, OR",MGDFO3,2013,11,Dew Point,11.7 °C,-73.3 °C,1.7 °C
ROCK,2,"Culp, OR",MGDFO3,2013,11,Humidity,99%,19%,78.90%
ROCK,2,"Culp, OR",MGDFO3,2013,11,Precipitation,164.6mm,--,--
ROCK,2,"Culp, OR",MGDFO3,2013,12,Temperature,17.2 °C,-13.9 °C,2 °C
ROCK,2,"Culp, OR",MGDFO3,2013,12,Dew Point,8.9 °C,-73.3 °C,-2 °C
ROCK,2,"Culp, OR",MGDFO3,2013,12,Humidity,99%,25%,78.10%
ROCK,2,"Culp, OR",MGDFO3,2013,12,Precipitation,66.3 mm,--,--
ROCK,2,"Culp, OR",MGDFO3,2014,1,Temperature,18.9 °C,-2.8 °C,6.1 °C
ROCK,2,"Culp, OR",MGDFO3,2014,1,Dew Point,10 °C,-73.3 °C,-0.7 °C
ROCK,2,"Culp, OR",MGDFO3,2014,1,Humidity,99%,16%,67.40%
ROCK,2,"Culp, OR",MGDFO3,2014,1,Precipitation,129 mm,--,--
ROCK,2,"Culp, OR",MGDFO3,2014,2,Temperature,20.6 °C,-2.2 °C,4.5 °C
ROCK,2,"Culp, OR",MGDFO3,2014,2,Dew Point,10 °C,-73.3 °C,2.4 °C
ROCK,2,"Culp, OR",MGDFO3,2014,2,Humidity,99%,30%,88.70%
ROCK,2,"Culp, OR",MGDFO3,2014,2,Precipitation,342.9mm,--,--
ROCK,2,"Culp, OR",MGDFO3,2014,3,Temperature,21.1 °C,-2.8 °C,6.1 °C
ROCK,2,"Culp, OR",MGDFO3,2014,3,Dew Point,10.6 °C,-73.3 °C,1.6 °C
ROCK,2,"Culp, OR",MGDFO3,2014,3,Humidity,99%,17%,78.10%
ROCK,2,"Culp, OR",MGDFO3,2014,3,Precipitation,295.1 mm,--,--
ROCK,2,"Culp, OR",MGDFO3,2014,4,Temperature,30 °C,0.6 °C,9.5 °C
ROCK,2,"Culp, OR",MGDFO3,2014,4,Dew Point,8.9 °C,-73.3 °C,2.6 °C
ROCK,2,"Culp, OR",MGDFO3,2014,4,Humidity,98%,8%,69.40%
ROCK,2,"Culp, OR",MGDFO3,2014,4,Precipitation,122.2 mm,--,--
ROCK,2,"Culp, OR",MGDFO3,2014,5,Temperature,32.2 °C,3.9 °C,13.3 °C
ROCK,2,"Culp, OR",MGDFO3,2014,5,Dew Point,14.4 °C,-73.3 °C,6.2 °C
ROCK,2,"Culp, OR",MGDFO3,2014,5,Humidity,98%,12%,68%
ROCK,2,"Culp, OR",MGDFO3,2014,5,Precipitation,65.3 mm,--,--
ROCK,2,"Culp, OR",MGDFO3,2014,6,Temperature,35 °C,4.4 °C,15.3 °C
ROCK,2,"Culp, OR",MGDFO3,2014,6,Dew Point,15 °C,-73.3 °C,7.2 °C
ROCK,2,"Culp, OR",MGDFO3,2014,6,Humidity,98%,20%,63.60%
ROCK,2,"Culp, OR",MGDFO3,2014,6,Precipitation,62.2 mm,--,--
ROCK,2,"Culp, OR",MGDFO3,2014,7,Temperature,36.1 °C,7.2 °C,21.2 °C
ROCK,2,"Culp, OR",MGDFO3,2014,7,Dew Point,18.3 °C,-73.3 °C,11.4 °C
ROCK,2,"Culp, OR",MGDFO3,2014,7,Humidity,98%,16%,57.90%
ROCK,2,"Culp, OR",MGDFO3,2014,7,Precipitation,23.1 mm,--,--
ROCK,2,"Culp, OR",MGDFO3,2014,8,Temperature,36.1 °C,8.9 °C,20 °C
ROCK,2,"Culp, OR",MGDFO3,2014,8,Dew Point,18.3 °C,1.1 °C,10.4 °C
ROCK,2,"Culp, OR",MGDFO3,2014,8,Humidity,100%,3%,58.40%
ROCK,2,"Culp, OR",MGDFO3,2014,8,Precipitation,27.9 mm,--,--
ROCK,2,"Culp, OR",MGDFO3,2014,9,Temperature,35 °C,5 °C,17.7 °C
ROCK,2,"Culp, OR",MGDFO3,2014,9,Dew Point,15.6 °C,-10.6 °C,6.7 °C
ROCK,2,"Culp, OR",MGDFO3,2014,9,Humidity,99%,6%,56.50%
ROCK,2,"Culp, OR",MGDFO3,2014,9,Precipitation,57.4 mm,--,--
ROCK,2,"Culp, OR",MGDFO3,2014,10,Temperature,32.2 °C,3.3 °C,12.2 °C
ROCK,2,"Culp, OR",MGDFO3,2014,10,Dew Point,13.9 °C,-0.6 °C,6.9 °C
ROCK,2,"Culp, OR",MGDFO3,2014,10,Humidity,98%,14%,75.70%
ROCK,2,"Culp, OR",MGDFO3,2014,10,Precipitation,264.4mm,--,--
ROCK,2,"Culp, OR",MGDFO3,2014,11,Temperature,20 °C,-3.9 °C,6.1 °C
