Site,SiteStation,location,station,year,month,Var,high,low,avg
ROCK,2,"Culp, OR",MGDFO3,2014,11,Dew Point,15 °C,-12.2 °C,3.4 °C
ROCK,2,"Culp, OR",MGDFO3,2014,11,Humidity,99%,22%,85%
ROCK,2,"Culp, OR",MGDFO3,2014,11,Precipitation,347.2mm,--,--
ROCK,2,"Culp, OR",MGDFO3,2014,12,Temperature,15 °C,-8.3 °C,4.7 °C
ROCK,2,"Culp, OR",MGDFO3,2014,12,Dew Point,10.6 °C,-10 °C,2.9 °C
ROCK,2,"Culp, OR",MGDFO3,2014,12,Humidity,100%,37%,88.80%
ROCK,2,"Culp, OR",MGDFO3,2014,12,Precipitation,328.2mm,--,--
ROCK,2,"Culp, OR",MGDFO3,2015,1,Temperature,21.7 °C,-1.1 °C,6.9 °C
ROCK,2,"Culp, OR",MGDFO3,2015,1,Dew Point,10.6 °C,-5 °C,3 °C
ROCK,2,"Culp, OR",MGDFO3,2015,1,Humidity,99%,28%,78.40%
ROCK,2,"Culp, OR",MGDFO3,2015,1,Precipitation,95 mm,--,--
ROCK,2,"Culp, OR",MGDFO3,2015,2,Temperature,20.6 °C,-3.3 °C,7.1 °C
ROCK,2,"Culp, OR",MGDFO3,2015,2,Dew Point,10.6 °C,-19.4 °C,1.3 °C
ROCK,2,"Culp, OR",MGDFO3,2015,2,Humidity,99%,11%,71.90%
ROCK,2,"Culp, OR",MGDFO3,2015,2,Precipitation,156.5 mm,--,--
ROCK,2,"Culp, OR",MGDFO3,2015,3,Temperature,22.8 °C,-1.7 °C,7 °C
ROCK,2,"Culp, OR",MGDFO3,2015,3,Dew Point,7.8 °C,-5 °C,1 °C
ROCK,2,"Culp, OR",MGDFO3,2015,3,Humidity,98%,18%,68.80%
ROCK,2,"Culp, OR",MGDFO3,2015,3,Precipitation,0 mm,--,--
ROCK,2,"Culp, OR",MGDFO3,2015,4,Temperature,28.3 °C,-1.1 °C,8.3 °C
ROCK,2,"Culp, OR",MGDFO3,2015,4,Dew Point,10.6 °C,-3.9 °C,2.3 °C
ROCK,2,"Culp, OR",MGDFO3,2015,4,Humidity,98%,15%,71.20%
ROCK,2,"Culp, OR",MGDFO3,2015,4,Precipitation,0 mm,--,--
ROCK,2,"Culp, OR",MGDFO3,2015,5,Temperature,28.3 °C,1.7 °C,12.3 °C
ROCK,2,"Culp, OR",MGDFO3,2015,5,Dew Point,14.4 °C,-2.2 °C,6.7 °C
ROCK,2,"Culp, OR",MGDFO3,2015,5,Humidity,99%,20%,73.30%
ROCK,2,"Culp, OR",MGDFO3,2015,5,Precipitation,0 mm,--,--
ROCK,2,"Culp, OR",MGDFO3,2015,6,Temperature,37.2 °C,7.8 °C,20.3 °C
ROCK,2,"Culp, OR",MGDFO3,2015,6,Dew Point,18.9 °C,0 °C,9.4 °C
ROCK,2,"Culp, OR",MGDFO3,2015,6,Humidity,98%,18%,53.30%
ROCK,2,"Culp, OR",MGDFO3,2015,6,Precipitation,0 mm,--,--
ROCK,2,"Culp, OR",MGDFO3,2015,7,Temperature,38.9 °C,8.9 °C,21.2 °C
ROCK,2,"Culp, OR",MGDFO3,2015,7,Dew Point,16.7 °C,1.7 °C,9.6 °C
ROCK,2,"Culp, OR",MGDFO3,2015,7,Humidity,100%,11%,53.40%
ROCK,2,"Culp, OR",MGDFO3,2015,7,Precipitation,0 mm,--,--
ROCK,2,"Culp, OR",MGDFO3,2015,8,Temperature,37.2 °C,9.4 °C,19.9 °C
ROCK,2,"Culp, OR",MGDFO3,2015,8,Dew Point,16.1 °C,-0.6 °C,8.6 °C
ROCK,2,"Culp, OR",MGDFO3,2015,8,Humidity,99%,12%,52.80%
ROCK,2,"Culp, OR",MGDFO3,2015,8,Precipitation,0 mm,--,--
ROCK,2,"Culp, OR",MGDFO3,2015,9,Temperature,35.6 °C,4.4 °C,15.2 °C
ROCK,2,"Culp, OR",MGDFO3,2015,9,Dew Point,13.9 °C,-1.1 °C,7.4 °C
ROCK,2,"Culp, OR",MGDFO3,2015,9,Humidity,99%,14%,64.90%
ROCK,2,"Culp, OR",MGDFO3,2015,9,Precipitation,0 mm,--,--
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,1,Temperature,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,1,Dew Point,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,1,Humidity,0,1.01,%
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,1,Precipitation,0 mm,--,--
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,2,Temperature,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,2,Dew Point,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,2,Humidity,0,1.01,%
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,2,Precipitation,0 mm,--,--
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,3,Temperature,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,3,Dew Point,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,3,Humidity,0,1.01,%
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,3,Precipitation,0 mm,--,--
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,4,Temperature,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,4,Dew Point,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,4,Humidity,0,1.01,%
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,4,Precipitation,0 mm,--,--
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,5,Temperature,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,5,Dew Point,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,5,Humidity,0,1.01,%
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,5,Precipitation,0 mm,--,--
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,6,Temperature,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,6,Dew Point,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,6,Humidity,0,1.01,%
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,6,Precipitation,0 mm,--,--
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,7,Temperature,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,7,Dew Point,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,7,Humidity,0,1.01,%
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,7,Precipitation,0 mm,--,--
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,8,Temperature,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,8,Dew Point,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,8,Humidity,0,1.01,%
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,8,Precipitation,0 mm,--,--
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,9,Temperature,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,9,Dew Point,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,9,Humidity,0,1.01,%
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,9,Precipitation,0 mm,--,--
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,10,Temperature,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,10,Dew Point,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,10,Humidity,0,1.01,%
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,10,Precipitation,0 mm,--,--
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,11,Temperature,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,11,Dew Point,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,11,Humidity,0,1.01,%
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,11,Precipitation,0 mm,--,--
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,12,Temperature,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,12,Dew Point,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,12,Humidity,0,1.01,%
COAST,1,"Wilson Crk, OR",KORCOTTA11,2013,12,Precipitation,0 mm,--,--
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,1,Temperature,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,1,Dew Point,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,1,Humidity,0,1.01,%
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,1,Precipitation,0 mm,--,--
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,2,Temperature,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,2,Dew Point,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,2,Humidity,0,1.01,%
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,2,Precipitation,0 mm,--,--
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,3,Temperature,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,3,Dew Point,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,3,Humidity,0,1.01,%
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,3,Precipitation,0 mm,--,--
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,4,Temperature,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,4,Dew Point,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,4,Humidity,0,1.01,%
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,4,Precipitation,0 mm,--,--
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,5,Temperature,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,5,Dew Point,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,5,Humidity,0,1.01,%
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,5,Precipitation,0 mm,--,--
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,6,Temperature,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,6,Dew Point,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,6,Humidity,0,1.01,%
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,6,Precipitation,0 mm,--,--
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,7,Temperature,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,7,Dew Point,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,7,Humidity,0,1.01,%
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,7,Precipitation,0 mm,--,--
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,8,Temperature,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,8,Dew Point,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,8,Humidity,0,1.01,%
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,8,Precipitation,0 mm,--,--
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,9,Temperature,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,9,Dew Point,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,9,Humidity,0,1.01,%
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,9,Precipitation,0 mm,--,--
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,10,Temperature,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,10,Dew Point,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,10,Humidity,0,1.01,%
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,10,Precipitation,0 mm,--,--
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,11,Temperature,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,11,Dew Point,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,11,Humidity,0,1.01,%
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,11,Precipitation,0 mm,--,--
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,12,Temperature,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,12,Dew Point,°C,999.9 °C,°C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,12,Humidity,0,1.01,%
COAST,1,"Wilson Crk, OR",KORCOTTA11,2014,12,Precipitation,0 mm,--,--
COAST,1,"Wilson Crk, OR",KORCOTTA11,2015,1,Temperature,22 °C,-0.7 °C,6.5 °C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2015,1,Dew Point,15.3 °C,-1 °C,5.7 °C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2015,1,Humidity,98%,48%,93.90%
COAST,1,"Wilson Crk, OR",KORCOTTA11,2015,1,Precipitation,100.8mm,--,--
COAST,1,"Wilson Crk, OR",KORCOTTA11,2015,2,Temperature,21.5 °C,-17.8 °C,7.7 °C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2015,2,Dew Point,15 °C,-23.8 °C,4.7 °C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2015,2,Humidity,98%,5%,86%
COAST,1,"Wilson Crk, OR",KORCOTTA11,2015,2,Precipitation,124.2mm,--,--
COAST,1,"Wilson Crk, OR",KORCOTTA11,2015,3,Temperature,27.5 °C,-3.5 °C,9.9 °C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2015,3,Dew Point,15.6 °C,-3.9 °C,6.3 °C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2015,3,Humidity,98%,27%,82%
COAST,1,"Wilson Crk, OR",KORCOTTA11,2015,3,Precipitation,102.9mm,--,--
COAST,1,"Wilson Crk, OR",KORCOTTA11,2015,4,Temperature,30.8 °C,-1.6 °C,9.7 °C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2015,4,Dew Point,15 °C,-2 °C,5.2 °C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2015,4,Humidity,98%,30%,78.10%
COAST,1,"Wilson Crk, OR",KORCOTTA11,2015,4,Precipitation,55.6 mm,--,-
COAST,1,"Wilson Crk, OR",KORCOTTA11,2015,5,Temperature,32.3 °C,2.2 °C,14.1 °C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2015,5,Dew Point,18 °C,-1.6 °C,9.2 °C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2015,5,Humidity,98%,14%,76.90%
COAST,1,"Wilson Crk, OR",KORCOTTA11,2015,5,Precipitation,50.8 mm,--,--
COAST,1,"Wilson Crk, OR",KORCOTTA11,2015,6,Temperature,38.1 °C,5.1 °C,19.7 °C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2015,6,Dew Point,21.5 °C,-4.6 °C,11.4 °C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2015,6,Humidity,98%,11%,64.40%
COAST,1,"Wilson Crk, OR",KORCOTTA11,2015,6,Precipitation,1.8 mm,--,--
COAST,1,"Wilson Crk, OR",KORCOTTA11,2015,7,Temperature,43.1 °C,8.2 °C,21.7 °C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2015,7,Dew Point,18.7 °C,-21.7 °C,11 °C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2015,7,Humidity,98%,2%,58.30%
COAST,1,"Wilson Crk, OR",KORCOTTA11,2015,7,Precipitation,0.3 mm,--,--
COAST,1,"Wilson Crk, OR",KORCOTTA11,2015,8,Temperature,37.9 °C,6.6 °C,20.2 °C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2015,8,Dew Point,17 °C,2.8 °C,10.7 °C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2015,8,Humidity,98%,14%,60.20%
COAST,1,"Wilson Crk, OR",KORCOTTA11,2015,8,Precipitation,12.7 mm,--,--
COAST,1,"Wilson Crk, OR",KORCOTTA11,2015,9,Temperature,36.4 °C,4.6 °C,15.2 °C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2015,9,Dew Point,16.3 °C,2.9 °C,9.3 °C
COAST,1,"Wilson Crk, OR",KORCOTTA11,2015,9,Humidity,98%,21%,73%
COAST,1,"Wilson Crk, OR",KORCOTTA11,2015,9,Precipitation,25.4 mm,--,--
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,1,Temperature,13.3 °C,-7.2 °C,2.3 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,1,Dew Point,10.7 °C,-7.9 °C,1.6 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,1,Humidity,100%,67%,94.80%
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,1,Precipitation,70.6 mm,--,--
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,2,Temperature,17.6 °C,-2.6 °C,5.3 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,2,Dew Point,11.8 °C,-3 °C,4 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,2,Humidity,99%,54%,91.70%
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,2,Precipitation,51.1 mm,--,--
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,3,Temperature,24.2 °C,-3.5 °C,7.5 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,3,Dew Point,14.7 °C,-4.1 °C,5.3 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,3,Humidity,99%,28%,87.70%
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,3,Precipitation,76.5 mm,--,--
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,4,Temperature,26.5 °C,-2.4 °C,9.8 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,4,Dew Point,14.1 °C,-6.8 °C,5.7 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,4,Humidity,98%,16%,79.40%
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,4,Precipitation,82.3 mm,--,--
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,5,Temperature,29.9 °C,0.6 °C,13.7 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,5,Dew Point,17.4 °C,-0.6 °C,8.5 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,5,Humidity,97%,19%,75%
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,5,Precipitation,57.7 mm,--,--
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,6,Temperature,33.7 °C,4.5 °C,16.8 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,6,Dew Point,22 °C,1.9 °C,11.3 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,6,Humidity,97%,19%,73.80%
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,6,Precipitation,21.8 mm,--,--
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,7,Temperature,33.9 °C,5.1 °C,19.1 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,7,Dew Point,22.2 °C,3.6 °C,11.4 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,7,Humidity,97%,17%,66.10%
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,7,Precipitation,0 mm,--,--
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,8,Temperature,32.7 °C,7.3 °C,18.9 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,8,Dew Point,20.1 °C,6.7 °C,13.2 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,8,Humidity,97%,21%,73.50%
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,8,Precipitation,7.6 mm,--,--
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,9,Temperature,32.3 °C,4.4 °C,15.1 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,9,Dew Point,19.4 °C,3.9 °C,11.9 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,9,Humidity,98%,29%,83.60%
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,9,Precipitation,145.3mm,--,--
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,10,Temperature,25.2 °C,-3.7 °C,8.6 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,10,Dew Point,15.5 °C,-4.3 °C,6.6 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,10,Humidity,98%,27%,88.80%
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,10,Precipitation,19.6 mm,--,--
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,11,Temperature,17.2 °C,-7.1 °C,5.7 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,11,Dew Point,15 °C,-7.8 °C,4.7 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,11,Humidity,99%,49%,93.80%
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,11,Precipitation,91.2 mm,--,--
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,12,Temperature,14.3 °C,-19.1 °C,0.1 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,12,Dew Point,11.2 °C,-20.6 °C,-0.6 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,12,Humidity,100%,54%,95.10%
COAST,2,"Cottage Grove, OR",KORCOTTA5,2013,12,Precipitation,37.1 mm,--,--
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,1,Temperature,14.2 °C,-4.9 °C,3.7 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,1,Dew Point,11.9 °C,-5.3 °C,3 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,1,Humidity,100%,59%,95.80%
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,1,Precipitation,96.8 mm,--,--
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,2,Temperature,17.4 °C,-5.3 °C,5.9 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,2,Dew Point,14.7 °C,-8.6 °C,4.9 °C
