Site,SiteStation,location,station,year,month,Var,high,low,avg
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,2,Humidity,100%,66%,93.50%
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,2,Precipitation,229.4mm,--,--
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,3,Temperature,23.2 °C,-4 °C,8.1 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,3,Dew Point,15.1 °C,-4.6 °C,5.7 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,3,Humidity,100%,25%,87.10%
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,3,Precipitation,239 mm,--,--
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,4,Temperature,32.1 °C,-1.8 °C,10.3 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,4,Dew Point,16.8 °C,-2.5 °C,6.4 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,4,Humidity,98%,18%,80.20%
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,4,Precipitation,96.5 mm,--,--
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,5,Temperature,28.3 °C,0.1 °C,13.3 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,5,Dew Point,16.3 °C,-0.5 °C,9.1 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,5,Humidity,98%,29%,78.60%
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,5,Precipitation,64.5 mm,--,--
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,6,Temperature,34.4 °C,3.9 °C,15.6 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,6,Dew Point,18.9 °C,1.3 °C,10.6 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,6,Humidity,97%,23%,75.20%
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,6,Precipitation,37.8 mm,--,--
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,7,Temperature,34.6 °C,7 °C,19.8 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,7,Dew Point,19.6 °C,6.3 °C,13.7 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,7,Humidity,97%,24%,72%
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,7,Precipitation,6.6 mm,--,--
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,8,Temperature,37.5 °C,6.4 °C,19.8 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,8,Dew Point,18.8 °C,3.9 °C,12.9 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,8,Humidity,97%,20%,68.90%
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,8,Precipitation,0 mm,--,--
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,9,Temperature,33.2 °C,3.9 °C,15.8 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,9,Dew Point,17.7 °C,1.7 °C,10.7 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,9,Humidity,98%,17%,76.70%
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,9,Precipitation,41.4 mm,--,--
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,10,Temperature,30.1 °C,3.1 °C,12.8 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,10,Dew Point,18.2 °C,2.3 °C,10.4 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,10,Humidity,99%,31%,87.90%
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,10,Precipitation,138.9mm,--,--
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,11,Temperature,20.5 °C,-4.9 °C,6.5 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,11,Dew Point,16.1 °C,-5.4 °C,5.6 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,11,Humidity,100%,44%,94.30%
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,11,Precipitation,79.8 mm,--,--
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,12,Temperature,19.2 °C,-8.8 °C,6 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,12,Dew Point,14.8 °C,-9.4 °C,5.2 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,12,Humidity,100%,49%,95%
COAST,2,"Cottage Grove, OR",KORCOTTA5,2014,12,Precipitation,63 mm,--,--
COAST,2,"Cottage Grove, OR",KORCOTTA5,2015,1,Temperature,19.4 °C,-6.1 °C,5.6 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2015,1,Dew Point,14.6 °C,-6.6 °C,5.3 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2015,1,Humidity,100%,69%,97.60%
COAST,2,"Cottage Grove, OR",KORCOTTA5,2015,1,Precipitation,67.6 mm,--,-
COAST,2,"Cottage Grove, OR",KORCOTTA5,2015,2,Temperature,19.1 °C,-6.4 °C,7.4 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2015,2,Dew Point,14.3 °C,-9.9 °C,5.6 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2015,2,Humidity,100%,21%,90.40%
COAST,2,"Cottage Grove, OR",KORCOTTA5,2015,2,Precipitation,155.2 mm,--,--
COAST,2,"Cottage Grove, OR",KORCOTTA5,2015,3,Temperature,23.4 °C,-4.4 °C,9 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2015,3,Dew Point,15 °C,-5 °C,6.4 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2015,3,Humidity,100%,29%,86.50%
COAST,2,"Cottage Grove, OR",KORCOTTA5,2015,3,Precipitation,95.8 mm,--,--
COAST,2,"Cottage Grove, OR",KORCOTTA5,2015,4,Temperature,28.1 °C,-1.7 °C,8.7 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2015,4,Dew Point,17.5 °C,-2.2 °C,5.6 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2015,4,Humidity,99%,32%,83.10%
COAST,2,"Cottage Grove, OR",KORCOTTA5,2015,4,Precipitation,51.6 mm,--,--
COAST,2,"Cottage Grove, OR",KORCOTTA5,2015,5,Temperature,29.3 °C,0.6 °C,13.4 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2015,5,Dew Point,18.9 °C,0.1 °C,9.7 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2015,5,Humidity,98%,21%,80.70%
COAST,2,"Cottage Grove, OR",KORCOTTA5,2015,5,Precipitation,41.1 mm,--,--
COAST,2,"Cottage Grove, OR",KORCOTTA5,2015,6,Temperature,35.6 °C,4.3 °C,18.8 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2015,6,Dew Point,21.7 °C,2.4 °C,12 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2015,6,Humidity,98%,21%,69%
COAST,2,"Cottage Grove, OR",KORCOTTA5,2015,6,Precipitation,2 mm,--,--
COAST,2,"Cottage Grove, OR",KORCOTTA5,2015,7,Temperature,38.9 °C,6.4 °C,20.3 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2015,7,Dew Point,18.3 °C,1.6 °C,12 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2015,7,Humidity,96%,12%,63.80%
COAST,2,"Cottage Grove, OR",KORCOTTA5,2015,7,Precipitation,1 mm,--,--
COAST,2,"Cottage Grove, OR",KORCOTTA5,2015,8,Temperature,34.9 °C,5.3 °C,18.6 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2015,8,Dew Point,17.2 °C,4.1 °C,11.3 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2015,8,Humidity,96%,21%,67%
COAST,2,"Cottage Grove, OR",KORCOTTA5,2015,8,Precipitation,7.6 mm,--,--
COAST,2,"Cottage Grove, OR",KORCOTTA5,2015,9,Temperature,33.6 °C,-0.1 °C,14.2 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2015,9,Dew Point,16.5 °C,-0.8 °C,9.2 °C
COAST,2,"Cottage Grove, OR",KORCOTTA5,2015,9,Humidity,98%,26%,75.70%
COAST,2,"Cottage Grove, OR",KORCOTTA5,2015,9,Precipitation,15 mm,--,--
WILEY,1,Sweet Home,KORSWEET5,2013,1,Temperature,12.3 °C,-5.7 °C,2.3 °C
WILEY,1,Sweet Home,KORSWEET5,2013,1,Dew Point,9.3 °C,-7.3 °C,1 °C
WILEY,1,Sweet Home,KORSWEET5,2013,1,Humidity,97%,63%,91.30%
WILEY,1,Sweet Home,KORSWEET5,2013,1,Precipitation,114.6 mm,--,--
WILEY,1,Sweet Home,KORSWEET5,2013,2,Temperature,17.7 °C,-1.8 °C,5.3 °C
WILEY,1,Sweet Home,KORSWEET5,2013,2,Dew Point,11.8 °C,-3.1 °C,3.4 °C
WILEY,1,Sweet Home,KORSWEET5,2013,2,Humidity,96%,57%,88%
WILEY,1,Sweet Home,KORSWEET5,2013,2,Precipitation,71.6 mm,--,--
WILEY,1,Sweet Home,KORSWEET5,2013,3,Temperature,22.4 °C,-2.9 °C,7.8 °C
WILEY,1,Sweet Home,KORSWEET5,2013,3,Dew Point,13.6 °C,-4.5 °C,4.9 °C
WILEY,1,Sweet Home,KORSWEET5,2013,3,Humidity,95%,42%,83%
WILEY,1,Sweet Home,KORSWEET5,2013,3,Precipitation,67.1 mm,--,--
WILEY,1,Sweet Home,KORSWEET5,2013,4,Temperature,25.7 °C,-0.8 °C,10.1 °C
WILEY,1,Sweet Home,KORSWEET5,2013,4,Dew Point,12.9 °C,-3.1 °C,5.5 °C
WILEY,1,Sweet Home,KORSWEET5,2013,4,Humidity,93%,24%,75.70%
WILEY,1,Sweet Home,KORSWEET5,2013,4,Precipitation,75.7 mm,--,--
WILEY,1,Sweet Home,KORSWEET5,2013,5,Temperature,29.7 °C,-0.8 °C,13.5 °C
WILEY,1,Sweet Home,KORSWEET5,2013,5,Dew Point,16.9 °C,-3.1 °C,8.2 °C
WILEY,1,Sweet Home,KORSWEET5,2013,5,Humidity,93%,16%,73.30%
WILEY,1,Sweet Home,KORSWEET5,2013,5,Precipitation,88.1 mm,--,--
WILEY,1,Sweet Home,KORSWEET5,2013,6,Temperature,33.3 °C,6.2 °C,16.7 °C
WILEY,1,Sweet Home,KORSWEET5,2013,6,Dew Point,21.9 °C,4.2 °C,11.2 °C
WILEY,1,Sweet Home,KORSWEET5,2013,6,Humidity,95%,27%,72.10%
WILEY,1,Sweet Home,KORSWEET5,2013,6,Precipitation,63.5 mm,--,--
WILEY,1,Sweet Home,KORSWEET5,2013,7,Temperature,34.7 °C,7.8 °C,19.3 °C
WILEY,1,Sweet Home,KORSWEET5,2013,7,Dew Point,22.2 °C,4.9 °C,11.7 °C
WILEY,1,Sweet Home,KORSWEET5,2013,7,Humidity,89%,20%,64.60%
WILEY,1,Sweet Home,KORSWEET5,2013,7,Precipitation,0.5 mm,--,--
WILEY,1,Sweet Home,KORSWEET5,2013,8,Temperature,34.4 °C,9.1 °C,19.7 °C
WILEY,1,Sweet Home,KORSWEET5,2013,8,Dew Point,19.5 °C,4.8 °C,13.3 °C
WILEY,1,Sweet Home,KORSWEET5,2013,8,Humidity,92%,21%,69.40%
WILEY,1,Sweet Home,KORSWEET5,2013,8,Precipitation,12.2 mm,--,--
WILEY,1,Sweet Home,KORSWEET5,2013,9,Temperature,32.1 °C,5.2 °C,15.8 °C
WILEY,1,Sweet Home,KORSWEET5,2013,9,Dew Point,20.5 °C,3.5 °C,12.1 °C
WILEY,1,Sweet Home,KORSWEET5,2013,9,Humidity,96%,34%,80.30%
WILEY,1,Sweet Home,KORSWEET5,2013,9,Precipitation,204.7mm,--,--
WILEY,1,Sweet Home,KORSWEET5,2013,10,Temperature,26.2 °C,-0.7 °C,9.1 °C
WILEY,1,Sweet Home,KORSWEET5,2013,10,Dew Point,14.2 °C,-2.7 °C,6.2 °C
WILEY,1,Sweet Home,KORSWEET5,2013,10,Humidity,94%,28%,82.90%
WILEY,1,Sweet Home,KORSWEET5,2013,10,Precipitation,22.9 mm,--,--
WILEY,1,Sweet Home,KORSWEET5,2013,11,Temperature,14.3 °C,-5.8 °C,6.3 °C
WILEY,1,Sweet Home,KORSWEET5,2013,11,Dew Point,13.1 °C,-7.6 °C,4.3 °C
WILEY,1,Sweet Home,KORSWEET5,2013,11,Humidity,96%,53%,87.80%
WILEY,1,Sweet Home,KORSWEET5,2013,11,Precipitation,79.8 mm,--,--
WILEY,1,Sweet Home,KORSWEET5,2015,1,Temperature,18.3 °C,-4.4 °C,5.5 °C
WILEY,1,Sweet Home,KORSWEET5,2015,1,Dew Point,13.1 °C,-6.4 °C,4.1 °C
WILEY,1,Sweet Home,KORSWEET5,2015,1,Humidity,97%,65%,90.90%
WILEY,1,Sweet Home,KORSWEET5,2015,1,Precipitation,63.2 mm,--,--
WILEY,1,Sweet Home,KORSWEET5,2015,2,Temperature,17.6 °C,-3.4 °C,7 °C
WILEY,1,Sweet Home,KORSWEET5,2015,2,Dew Point,12.2 °C,-7.6 °C,4.1 °C
WILEY,1,Sweet Home,KORSWEET5,2015,2,Humidity,97%,30%,83.40%
WILEY,1,Sweet Home,KORSWEET5,2015,2,Precipitation,96.8 mm,--,--
WILEY,1,Sweet Home,KORSWEET5,2015,3,Temperature,22.1 °C,-3.4 °C,9 °C
WILEY,1,Sweet Home,KORSWEET5,2015,3,Dew Point,13.3 °C,-5.7 °C,5.1 °C
WILEY,1,Sweet Home,KORSWEET5,2015,3,Humidity,94%,32%,78.50%
WILEY,1,Sweet Home,KORSWEET5,2015,3,Precipitation,79.5 mm,--,--
WILEY,1,Sweet Home,KORSWEET5,2015,4,Temperature,25.4 °C,-0.6 °C,9 °C
WILEY,1,Sweet Home,KORSWEET5,2015,4,Dew Point,16.5 °C,-2.4 °C,4.8 °C
WILEY,1,Sweet Home,KORSWEET5,2015,4,Humidity,92%,36%,76.50%
WILEY,1,Sweet Home,KORSWEET5,2015,4,Precipitation,80.5 mm,--,--
WILEY,1,Sweet Home,KORSWEET5,2015,5,Temperature,27.9 °C,2.9 °C,13.3 °C
WILEY,1,Sweet Home,KORSWEET5,2015,5,Dew Point,17.1 °C,0.4 °C,8.9 °C
WILEY,1,Sweet Home,KORSWEET5,2015,5,Humidity,92%,29%,76.20%
WILEY,1,Sweet Home,KORSWEET5,2015,5,Precipitation,57.4 mm,--,--
WILEY,1,Sweet Home,KORSWEET5,2015,6,Temperature,35.9 °C,6.1 °C,18.8 °C
WILEY,1,Sweet Home,KORSWEET5,2015,6,Dew Point,20.4 °C,1.3 °C,11.2 °C
WILEY,1,Sweet Home,KORSWEET5,2015,6,Humidity,92%,27%,64.10%
WILEY,1,Sweet Home,KORSWEET5,2015,6,Precipitation,21.8 mm,--,--
WILEY,1,Sweet Home,KORSWEET5,2015,7,Temperature,39.8 °C,8.8 °C,20.8 °C
WILEY,1,Sweet Home,KORSWEET5,2015,7,Dew Point,19.1 °C,5.1 °C,11.4 °C
WILEY,1,Sweet Home,KORSWEET5,2015,7,Humidity,87%,14%,58.80%
WILEY,1,Sweet Home,KORSWEET5,2015,7,Precipitation,6.6 mm,--,--
WILEY,1,Sweet Home,KORSWEET5,2015,8,Temperature,36.9 °C,6.9 °C,19.4 °C
WILEY,1,Sweet Home,KORSWEET5,2015,8,Dew Point,17.6 °C,3.7 °C,10.6 °C
WILEY,1,Sweet Home,KORSWEET5,2015,8,Humidity,91%,18%,60.10%
WILEY,1,Sweet Home,KORSWEET5,2015,8,Precipitation,12.2 mm,--,--
WILEY,1,Sweet Home,KORSWEET5,2015,9,Temperature,32.9 °C,1.4 °C,14.5 °C
WILEY,1,Sweet Home,KORSWEET5,2015,9,Dew Point,16.2 °C,-1.1 °C,8.6 °C
WILEY,1,Sweet Home,KORSWEET5,2015,9,Humidity,92%,28%,70.30%
WILEY,1,Sweet Home,KORSWEET5,2015,9,Precipitation,20.1 mm,--,--
WILEY,2,Sweet Home,KORSWEET4,2013,1,Temperature,13.4 °C,-5.3 °C,3 °C
WILEY,2,Sweet Home,KORSWEET4,2013,1,Dew Point,10.2 °C,-6.3 °C,1.9 °C
WILEY,2,Sweet Home,KORSWEET4,2013,1,Humidity,100%,57%,93%
WILEY,2,Sweet Home,KORSWEET4,2013,1,Precipitation,109.5mm,--,--
WILEY,2,Sweet Home,KORSWEET4,2013,6,Temperature,33.3 °C,6.9 °C,17.7 °C
WILEY,2,Sweet Home,KORSWEET4,2013,6,Dew Point,21.5 °C,2.6 °C,11.8 °C
WILEY,2,Sweet Home,KORSWEET4,2013,6,Humidity,96%,22%,70.90%
WILEY,2,Sweet Home,KORSWEET4,2013,6,Precipitation,44.2 mm,--,--
THOMAS,1,McCully Mtn,KORLYONS6,2015,1,Temperature,19.2 °C,2 °C,8.4 °C
THOMAS,1,McCully Mtn,KORLYONS6,2015,1,Dew Point,10 °C,-1.2 °C,4.7 °C
THOMAS,1,McCully Mtn,KORLYONS6,2015,1,Humidity,99%,36%,76.40%
THOMAS,1,McCully Mtn,KORLYONS6,2015,1,Precipitation,8.4 mm,--,--
THOMAS,1,McCully Mtn,KORLYONS6,2015,2,Temperature,17.9 °C,-0.9 °C,8.6 °C
THOMAS,1,McCully Mtn,KORLYONS6,2015,2,Dew Point,11.1 °C,-16.3 °C,3.2 °C
THOMAS,1,McCully Mtn,KORLYONS6,2015,2,Humidity,99%,12%,74.10%
THOMAS,1,McCully Mtn,KORLYONS6,2015,2,Precipitation,134.6mm,--,--
THOMAS,1,McCully Mtn,KORLYONS6,2015,3,Temperature,22.4 °C,-0.9 °C,10.2 °C
THOMAS,1,McCully Mtn,KORLYONS6,2015,3,Dew Point,12.6 °C,-10.9 °C,4.8 °C
THOMAS,1,McCully Mtn,KORLYONS6,2015,3,Humidity,99%,27%,72.50%
THOMAS,1,McCully Mtn,KORLYONS6,2015,3,Precipitation,146.8mm,--,--
THOMAS,1,McCully Mtn,KORLYONS6,2015,4,Temperature,26.9 °C,-0.4 °C,8.4 °C
THOMAS,1,McCully Mtn,KORLYONS6,2015,4,Dew Point,12.8 °C,-3.4 °C,3.9 °C
THOMAS,1,McCully Mtn,KORLYONS6,2015,4,Humidity,99%,29%,76.70%
THOMAS,1,McCully Mtn,KORLYONS6,2015,4,Precipitation,57.9 mm,--,--
THOMAS,1,McCully Mtn,KORLYONS6,2015,5,Temperature,°C,999.9 °C,°C
THOMAS,1,McCully Mtn,KORLYONS6,2015,5,Dew Point,°C,999.9 °C,°C
THOMAS,1,McCully Mtn,KORLYONS6,2015,5,Humidity,0%,101%,%
THOMAS,1,McCully Mtn,KORLYONS6,2015,5,Precipitation,0 mm,--,--
THOMAS,1,McCully Mtn,KORLYONS6,2015,6,Temperature,°C,999.9 °C,°C
THOMAS,1,McCully Mtn,KORLYONS6,2015,6,Dew Point,°C,999.9 °C,°C
THOMAS,1,McCully Mtn,KORLYONS6,2015,6,Humidity,0%,101%,%
THOMAS,1,McCully Mtn,KORLYONS6,2015,6,Precipitation,0 mm,--,--
THOMAS,1,McCully Mtn,KORLYONS6,2015,7,Temperature,41.7 °C,8.1 °C,22.9 °C
THOMAS,1,McCully Mtn,KORLYONS6,2015,7,Dew Point,15 °C,1.8 °C,9.1 °C
THOMAS,1,McCully Mtn,KORLYONS6,2015,7,Humidity,99%,10%,47.50%
THOMAS,1,McCully Mtn,KORLYONS6,2015,7,Precipitation,1.5 mm,--,--
THOMAS,1,McCully Mtn,KORLYONS6,2015,8,Temperature,40.3 °C,8.2 °C,20.8 °C
THOMAS,1,McCully Mtn,KORLYONS6,2015,8,Dew Point,15.8 °C,2.4 °C,10.2 °C
THOMAS,1,McCully Mtn,KORLYONS6,2015,8,Humidity,99%,12%,56.10%
THOMAS,1,McCully Mtn,KORLYONS6,2015,8,Precipitation,19.6 mm,--,--
THOMAS,1,McCully Mtn,KORLYONS6,2015,9,Temperature,32.6 °C,5.6 °C,15.9 °C
THOMAS,1,McCully Mtn,KORLYONS6,2015,9,Dew Point,16.1 °C,0.1 °C,9.3 °C
THOMAS,1,McCully Mtn,KORLYONS6,2015,9,Humidity,99%,25%,68.50%
THOMAS,1,McCully Mtn,KORLYONS6,2015,9,Precipitation,37.6 mm,--,--
THOMAS,2,Forecast for Lyons,MSYNO3,2013,1,Temperature,12.8 °C,-6.1 °C,2.1 °C
THOMAS,2,Forecast for Lyons,MSYNO3,2013,1,Dew Point,9.4 °C,-7.2 °C,1.3 °C
THOMAS,2,Forecast for Lyons,MSYNO3,2013,1,Humidity,100%,63%,94.70%
THOMAS,2,Forecast for Lyons,MSYNO3,2013,1,Precipitation,163.8mm,--,--
THOMAS,2,Forecast for Lyons,MSYNO3,2013,6,Temperature,32.2 °C,5.6 °C,16.6 °C
THOMAS,2,Forecast for Lyons,MSYNO3,2013,6,Dew Point,20.6 °C,3.9 °C,11.3 °C
THOMAS,2,Forecast for Lyons,MSYNO3,2013,6,Humidity,100%,26%,73.90%
THOMAS,2,Forecast for Lyons,MSYNO3,2013,6,Precipitation,82 mm,--,--
THOMAS,1,Scio,KORSCIO4,2013,10,Temperature,22.3 °C,-2.4 °C,6.2 °C
THOMAS,1,Scio,KORSCIO4,2013,10,Dew Point,14.1 °C,-73.3 °C,-0.4 °C
THOMAS,1,Scio,KORSCIO4,2013,10,Humidity,100%,38%,82.20%
THOMAS,1,Scio,KORSCIO4,2013,10,Precipitation,5.3 mm,--,--
THOMAS,1,Scio,KORSCIO4,2013,11,Temperature,15.8 °C,-6.6 °C,6.8 °C
THOMAS,1,Scio,KORSCIO4,2013,11,Dew Point,14.4 °C,-73.3 °C,5.2 °C
THOMAS,1,Scio,KORSCIO4,2013,11,Humidity,100%,37%,90.40%
THOMAS,1,Scio,KORSCIO4,2013,11,Precipitation,70.4 mm,--,--
THOMAS,1,Scio,KORSCIO4,2013,12,Temperature,13.5 °C,-15.3 °C,1.6 °C
THOMAS,1,Scio,KORSCIO4,2013,12,Dew Point,12.2 °C,-16.7 °C,0.7 °C
THOMAS,1,Scio,KORSCIO4,2013,12,Humidity,100%,44%,93.60%
THOMAS,1,Scio,KORSCIO4,2013,12,Precipitation,53.6 mm,--,--
HUNTER,1,DALLAS,KORDALLA4,2013,1,Temperature,13.6 °C,-6.1 °C,2.1 °C
HUNTER,1,DALLAS,KORDALLA4,2013,1,Dew Point,10.3 °C,-7.1 °C,0.7 °C
HUNTER,1,DALLAS,KORDALLA4,2013,1,Humidity,99%,57%,91.30%
HUNTER,1,DALLAS,KORDALLA4,2013,1,Precipitation,26.4 mm,--,--
HUNTER,1,DALLAS,KORDALLA4,2013,1,Temperature,32.9 °C,5.9 °C,16.3 °C
HUNTER,1,DALLAS,KORDALLA4,2013,1,Dew Point,21.1 °C,4.7 °C,11.1 °C
HUNTER,1,DALLAS,KORDALLA4,2013,1,Humidity,98%,35%,73.70%
HUNTER,1,DALLAS,KORDALLA4,2013,1,Precipitation,26.9 mm,--,--
